Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fu3_spns_q14,follow_up3_interview,,radio,The staff there understands  the treatments needs of transgender people:,"0, Rarely or never | 1, Sometimes | 2, Most times | 3, All of the time | 998, Refuse to Answer",,,,,,([baseline_interview_arm_2][bl_tg] = '1'),y,,,,,satisfaction_with_hiv_care
fu3_subj_struct_barr_q0,follow_up3_interview,People can have many different types of problems getting medical care for their HIV. Think of the reasons why you may not have gotten the HIV medical care you needed or that was recommended for you. ,descriptive,"<div class = ""yellow""><b>Please answer YES or NO to the following reasons for why you may or may not have gotten the HIV medical care you needed in the past month.</b></div>",,,,,,,,,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q1,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . . <br><br><br>I was unable to pay for medical care.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q2,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I was not sure where to go to get medical care.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q3,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I did not have transportation to medical care.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q4,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>The clinic's hours of operation were inconvenient for me.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q5,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I was treated poorly at a clinic in the past.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q6,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I did not want to be seen at a clinic.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q7,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I do not trust doctors.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q8,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I don't really care about taking care of myself at this time.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q9,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I did not have child care.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_subj_struct_barr_q10,follow_up3_interview,,radio,In the past month I did not get the HIV care I needed because . . .<br><br><br>I was too drunk or high.,"0, No | 1, Yes | 998, Refuse to Answer",,,,,,,y,,,,,subj_structural_barriers_care_art
fu3_resilience_q0,follow_up3_interview,Now we are going to ask you about how you may feel under certain situations.,descriptive,"<div class = ""yellow""><b>For each item, please click on the answer that best indicates how much you agree with the following statements as they apply to you over the last month. If a particular situation has not occurred recently, answer according to how you think you would have felt.</b></div>",,,,,,,,,,,,,resilience_scale
fu3_resilience_q1,follow_up3_interview,,radio,I am able to adapt when changes occur.,"0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q2,follow_up3_interview,,radio,I can deal with whatever comes my way.,"0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q3,follow_up3_interview,,radio,I try to see the humorous side of things when I am faced with problems.,"0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q4,follow_up3_interview,,radio,Having to cope with stress can make me stronger.,"0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q5,follow_up3_interview,,radio,"I tend to bounce back after illness, injury, or other hardships.  ","0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q6,follow_up3_interview,Now we are going to ask you about how you may feel under certain situations.,descriptive,"<div class = ""yellow""><b>For each item, please click on the answer that best indicates how much you agree with the following statements as they apply to you over the last month. If a particular situation has not occurred recently, answer according to how you think you would have felt.</b></div>",,,,,,,,,,,,,resilience_scale
fu3_resilience_q7,follow_up3_interview,,radio,"I believe I can achieve my goals, even if there are obstacles.  ","0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q8,follow_up3_interview,,radio,"Under pressure, I stay focused and think clearly.","0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q9,follow_up3_interview,,radio,I am not easily discouraged by failure.,"0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q10,follow_up3_interview,,radio,I think of myself as a strong person when dealing with life's challenges and difficulties.,"0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_resilience_q11,follow_up3_interview,,radio,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.  ","0, Not at all true | 1, Rarely true | 2, Sometimes true| 3, Often true| 4, True nearly all of the time | 997, Don't Know | 998, Refuse to Answer| 999, Not Applicable",,,,,,,y,,,,,resilience_scale
fu3_acc_comp_q1,follow_up3_interview,We would like to know what you think of your experience in the HTH2 project. What are your opinions about the following? We appreciate your honesty.,radio,Overall I think the activities and services in the HTH2 project are:,"0, Excellent | 1, Very Good | 2, Good | 3, Fair | 4, Poor | 997, I Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q2,follow_up3_interview,,radio,The information I have received in the HTH2 project has been:,"0, Very helpful | 1, Helpful | 2, Not very helpful | 3, Not at all helpful | 997, I Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q3,follow_up3_interview,,radio,The staff of the HTH2 project have answered my questions:,"0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q4,follow_up3_interview,,radio,The HTH2 staff treats me like I am an individual with unique needs and concerns.,"0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q5,follow_up3_interview,,radio,The HTH2 staff respects my privacy.,"0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q6,follow_up3_interview,,radio,"The HTH2 staff understand the needs of people of my racial, ethnic, or cultural group.","0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q7,follow_up3_interview,,radio,"The HTH2 staff understand the needs of people who identify as LGBTQ (lesbian, gay, bisexual, transgender and queer).","0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q8,follow_up3_interview,,radio,The HTH2 staff understand the needs of women.,"0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_sex] = '2',y,,,,,Acceptability of components
fu3_acc_comp_q9,follow_up3_interview,,radio,The HTH2 staff understand the needs of younger people (<36). ,"0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_auto_age] < 36,y,,,,,Acceptability of components
fu3_acc_comp_q10,follow_up3_interview,,radio,The HTH2 staff understand the needs of older people (>50). ,"0, All of the time | 1, Most times | 2, Sometimes | 3, Rarely or never | 997, I Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_auto_age] > 50,y,,,,,Acceptability of components
fu3_acc_comp_q11,follow_up3_interview,People in HTH2 make a personal decision about how often they will go to HIV care and whether they will take HIV medications.,radio,How much did participation in HTH2 affect your decision to regularly attend HIV medical care?,"0, A great deal | 1, Somewhat | 2, Very little | 3, Not at all | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q11_1,follow_up3_interview,,radio,How much did participating in HTH2 affect your decision about whether or not to start HIV medication?,"0, A great deal | 1, Somewhat | 2, Very little | 3, Not at all | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_q11_2,follow_up3_interview,,notes,"If you were going to make changes to improve services for you or other people like you, what changes would you like to see made to the Heart to Heart 2 project?",,,,,,,,y,,,,,Acceptability of components
fu3_acc_comp_descr_1,follow_up3_interview,"In HTH2, people engage in different types of activities. We want to ask you what you thought about the different activities you participated in. ",descriptive,"<div class = ""yellow""><strong>You were offered meetings with a <u>peer mentor</u>, that is another person living with HIV who could offer support as well as his or her own perspectives on living with HIV, going to HIV care, and taking HIV medications. If you did not attend any meetings with a peer mentor, let us know.</strong></div>",,,,,,,([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),,,,,,Acceptability of components
fu3_acc_comp_q12,follow_up3_interview,,radio,"Overall, how helpful were your meetings with the peer mentor?","1, Not at all | 2, A little | 3, Somewhat | 4, Quite a bit | 5, Very | 6, Did not attend any | 997, Don't Know | 998, Refuse to Answer",,,,,,([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),y,,,,,Acceptability of components
fu3_acc_comp_q12_1,follow_up3_interview,,notes,Can you tell us what kinds of things were helpful about this meeting with the peer mentor? <br>Don't worry about the spelling.,,,,,,,([fu3_acc_comp_q12] <> '6') and (([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_q12_2,follow_up3_interview,,notes,Can you tell us how the meetings with the peer mentor could be improved? <br>Don't worry about the spelling.,,,,,,,([fu3_acc_comp_q12] <> '6') and (([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_descr_2,follow_up3_interview,,descriptive,"<div class = ""yellow""><strong> You were offered a chance to attend <u>support groups</u> with other HTH2 participants. These were small groups where people could talk about their thoughts, feelings, and concerns about living with HIV, HIV care, and HIV medications. If you did not attend any meetings, let us know.</strong></div>",,,,,,,([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),,,,,,Acceptability of components
fu3_acc_comp_q13,follow_up3_interview,,radio,How helpful were the support groups for you?,"1, Not at all | 2, A little | 3, Somewhat | 4, Quite a bit | 5, Very | 6, Did not attend any meetings | 997, Don't Know | 998, Refuse to Answer",,,,,,([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),y,,,,,Acceptability of components
fu3_acc_comp_q13_1,follow_up3_interview,,notes,Can you tell us what kinds of things were helpful about the support groups? <br>Don't worry about spelling.,,,,,,,([fu3_acc_comp_q13] <> '6') and (([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_q13_2,follow_up3_interview,,notes,Can you tell us how the support groups could be improved? <br> Don't worry about spelling.,,,,,,,([fu3_acc_comp_q13] <> '6') and (([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_descr_3,follow_up3_interview,,descriptive,"<div class = ""yellow""><strong>You were offered the chance to meet with a staff person we call a <u>""navigator""</u> to talk about issues that can get in the way of managing HIV infection such as housing, a regular food supply, insurance and mental health needs. If you did not attend any navigation meetings, let us know.</strong></div>",,,,,,,([randomization_arm_2][rand_scond] = '3') or ([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),,,,,,Acceptability of components
fu3_acc_comp_q14,follow_up3_interview,,radio,How helpful were your meetings with the navigator?,"1, Not at all | 2, A little | 3, Somewhat | 4, Quite a bit | 5, Very | 6, Did not attend any meetings | 997, Don't Know | 998, Refuse to Answer",,,,,,([randomization_arm_2][rand_scond] = '3') or ([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),y,,,,,Acceptability of components
fu3_acc_comp_q14_1,follow_up3_interview,,notes,Can you tell us what kinds of things were helpful about navigation? <br> Don't worry about spelling.,,,,,,,([fu3_acc_comp_q14] <> '6') and (([randomization_arm_2][rand_scond] = '3') or ([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_q14_2,follow_up3_interview,,notes,Can you tell us how navigation could be improved? <br>Don't worry about spelling.,,,,,,,([fu3_acc_comp_q14] <> '6') and (([randomization_arm_2][rand_scond] = '3') or ([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '5') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '7') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '9') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_descr_4,follow_up3_interview,,descriptive,"<div class = ""yellow""><strong>You were offered the chance to have four <u>""individual counseling sessions</u>, where you met one-on-one with a triend counselor to talk about your thoughts, feelings, and decisions about how you manage your HIV. If you did not attend any <u>individual counseling sessions</u>, let us know.</strong></div>",,,,,,,([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),,,,,,Acceptability of components
fu3_acc_comp_q15,follow_up3_interview,,radio,How helpful were the individual counseling sessions?,"1, Not at all | 2, A little | 3, Somewhat | 4, Quite a bit | 5, Very | 6, Did not attend any sessions | 997, Don't Know | 998, Refuse to Answer",,,,,,([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18'),y,,,,,Acceptability of components
fu3_acc_comp_q15_1,follow_up3_interview,,notes,Can you tell us what kinds of things were helpful about the individual counseling sessions? <br> Don't worry about spelling.,,,,,,,[fu3_acc_comp_q15] <> '6' and (([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_q15_2,follow_up3_interview,,notes,Can you tell us how the individual counseling sessions could be improved? <br>Don't worry about spelling.,,,,,,,[fu3_acc_comp_q15] <> '6' and (([randomization_arm_2][rand_scond] = '11') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '13') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '15') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '17') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_descr_5,follow_up3_interview,,descriptive,"<div class = ""yellow""><strong>You were offered the chance to discuss the issue of adherence habits and to practice adherence skills to build habits, including the chance to use a pill box and an electronic pill bottle to track your adherence. We call this <u>""pre-adherence preparation""</u>. If you did not attend any meeting for adherence preparation, let us know.</strong></div>",,,,,,,([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '18'),,,,,,Acceptability of components
fu3_acc_comp_q16,follow_up3_interview,,radio,How helpful were your meetings to prepare for and practice adherence?,"1, Not at all | 2, A little | 3, Somewhat | 4, Quite a bit | 5, Very | 6, Did not attend any meetings | 997, Don't Know | 998, Refuse to Answer",,,,,,([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '18'),y,,,,,Acceptability of components
fu3_acc_comp_q16_1,follow_up3_interview,,radio,How helpful was the electronic pill bottle?,"1, Not at all | 2, A little | 3, Somewhat | 4, Quite a bit | 5, Very | 6, Did not use electronic pill bottle | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu3_acc_comp_q16] <> '6' and (([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_q16_2,follow_up3_interview,,radio,How helpful was the pill box?,"1, Not at all | 2, A little | 3, Somewhat | 4, Quite a bit | 5, Very | 6, Did not use pill box | 997, Don't Know | 998, Refuse to Answer",,,,,,[fu3_acc_comp_q16] <> '6' and (([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_q16_3,follow_up3_interview,,notes,Can you tell us what kinds of things were helpful about these pre-adherence preparation activities? <br> Don't worry about spelling.,,,,,,,[fu3_acc_comp_q16] <> '6' and (([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_q16_4,follow_up3_interview,,notes,Can you tell us how these preadherence preparation activities could be improved? <br>Don't worry about spelling.,,,,,,,[fu3_acc_comp_q16] <> '6' and (([randomization_arm_2][rand_scond] = '4') or ([randomization_arm_2][rand_scond] = '6') or ([randomization_arm_2][rand_scond] = '8') or ([randomization_arm_2][rand_scond] = '10') or ([randomization_arm_2][rand_scond] = '12') or ([randomization_arm_2][rand_scond] = '14') or ([randomization_arm_2][rand_scond] = '16') or ([randomization_arm_2][rand_scond] = '18')),y,,,,,Acceptability of components
fu3_acc_comp_descr_6,follow_up3_interview,,descriptive,That's the end of the questionnaire. Thank you so much for your time. Please don't click any more buttons. You're done! Please let a staff member know you are finished.,,,,,,,,,,,,,
fu3_password,follow_up3_interview,That's the end of the questionnaire. Thank you so much for your time. Please don't click any more buttons. You're done! Please let a staff member know you are finished.,text,"Enter in the Password:",,,integer,,,,,y,,,,,@PASSWORDMASK @DEFAULT = 00000
fu3_notif_wrong_password,follow_up3_interview,,descriptive,"<div class = ""red"">WRONG PASSWORD</div><br><br>(Please re-enter the password)",,,,,,,[fu3_password] <> 54321,,,,,,
fu3_soc_harms_q0,follow_up3_interview,Now we would like to ask you about your experience with the Heart to Heart 2 (HTH2) project.,descriptive,"<div class = ""yellow""><b>Please read each question carefully and select the answer choice that best applies to you.</b></div>",,,,,,,,,,,,,
fu3_soc_harms_q1,follow_up3_interview,,radio,"Have you had any problems with family members, friends, romantic partners, or sexual partners as a result of your participation in the HTH2 project?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,soc_harms
fu3_soc_harms_q2,follow_up3_interview,,radio,"Have you experienced any work-related problems (been denied any employment opportunity or job, fired or laid off from a job) as a result of your participation in the HTH2 project?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,soc_harms
fu3_soc_harms_q3,follow_up3_interview,,radio,"Have you experienced any problems in school or training program (denied opportunity, asked to leave an educational or training program) as a result of your participation in the HTH2 project?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,soc_harms
fu3_soc_harms_q4,follow_up3_interview,,radio,Have you been refused medical or dental treatment or treated negatively by a health care provider as a result of your participation in the HTH2 project?,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,soc_harms
fu3_soc_harms_q5,follow_up3_interview,,radio,"Have you experienced any problems related to health insurance (denied health insurance, lost or were dropped from a health insurance plan, had a problem obtaining health insurance) as a result of your participation in the HTH2 project?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,soc_harms
fu3_soc_harms_q6,follow_up3_interview,,radio,Have you had any housing problems (trouble getting or keeping housing) as a result of your participation in the HTH2 project?,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,soc_harms
fu3_soc_harms_q7,follow_up3_interview,,radio,Have you had any other problems as a result of your participation in the HTH2 project?,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,,y,,,,,soc_harms
fu3_soc_harms_q7_1,follow_up3_interview,,text,Please describe:,,,,,,,[fu3_soc_harms_q7] = '1',y,,,,,soc_harms
